"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"3795","chr1",31948172,31948949,".","+",".","Medtr1g071920","heat shock 22 kDa protein putative","cluster5"
"3803","chr1",31980235,31981441,".","+",".","Medtr1g072110","ovate transcriptional repressor","cluster5"
"4015","chr1",33461452,33462419,".","-",".","Medtr1g075550","PLAC8 family protein","cluster5"
"4027","chr1",33552419,33554806,".","+",".","Medtr1g075730","phosphatase 2C family protein","cluster5"
"4113","chr1",34287503,34293448,".","+",".","Medtr1g076810","P-loop nucleoside triphosphate hydrolase superfamily protein","cluster5"
"4114","chr1",34296146,34297881,".","+",".","Medtr1g076830","FAD-binding berberine family protein","cluster5"
"4169","chr1",34681008,34683920,".","+",".","Medtr1g077660","aluminum activated malate transporter family protein","cluster5"
"4187","chr1",34830529,34835342,".","+",".","Medtr1g077930","alpha/beta-hydrolase superfamily protein","cluster5"
"4204","chr1",34974966,34978414,".","+",".","Medtr1g078150","NB-ARC domain disease resistance protein","cluster5"
"4205","chr1",34978765,34980282,".","+",".","Medtr1g078160","CC-NBS-LRR resistance protein putative","cluster5"
"4206","chr1",34983155,34985142,".","+",".","Medtr1g078170","NB-ARC domain disease resistance protein","cluster5"
"4232","chr1",35169860,35172293,".","-",".","Medtr1g079120","subtilisin-like serine protease","cluster5"
"4345","chr1",35928444,35929462,".","-",".","Medtr1g080780","Chitinase / Hevein / PR-4 / Wheatwin2","cluster5"
"4372","chr1",36173413,36179133,".","-",".","Medtr1g081290","zeta-carotene desaturase","cluster5"
"4387","chr1",36286105,36289258,".","+",".","Medtr1g081625","O-acetylserine (thiol) lyase","cluster5"
"4472","chr1",36970511,36971102,".","-",".","Medtr1g083070","nuclear transcription factor Y protein","cluster5"
"4586","chr1",37806505,37808270,".","-",".","Medtr1g484920","isopenicillin N epimerase-like protein","cluster5"
"4729","chr1",38926509,38927951,".","-",".","Medtr1g086970","GRAS family transcription factor","cluster5"
"4780","chr1",39278790,39279881,".","+",".","Medtr1g087775","carrier protein putative","cluster5"
"4843","chr1",39753598,39754302,".","-",".","Medtr1g088795","hypothetical protein","cluster5"
"4859","chr1",39865722,39866486,".","+",".","Medtr1g088925","monothiol glutaredoxin-S2 protein","cluster5"
"4952","chr1",40514362,40515035,".","-",".","Medtr1g090440","C3HC4-type RING zinc finger protein","cluster5"
"4953","chr1",40517087,40518129,".","-",".","Medtr1g090450","zinc finger C3HC4 type (RING finger) protein","cluster5"
"4982","chr1",40695752,40698515,".","-",".","Medtr1g090707","multi-copper oxidase-like protein","cluster5"
"4984","chr1",40711176,40716435,".","-",".","Medtr1g090717","RAB GTPase-like protein A5B","cluster5"
"4989","chr1",40755090,40757757,".","+",".","Medtr1g090737","long-chain acyl-CoA synthetase","cluster5"
"5059","chr1",41412276,41413295,".","+",".","Medtr1g092420","transmembrane protein putative","cluster5"
"5217","chr1",42631792,42636484,".","+",".","Medtr1g094810","calcium-dependent lipid-binding (CaLB domain) family protein","cluster5"
"5231","chr1",42729587,42732600,".","+",".","Medtr1g094960","auxin response factor putative","cluster5"
"5301","chr1",43289642,43291027,".","+",".","Medtr1g096030","GRAS family transcription factor","cluster5"
"5305","chr1",43327224,43331625,".","+",".","Medtr1g096240","2-oxoacid dehydrogenase acyltransferase family protein","cluster5"
"5417","chr1",44246833,44250756,".","+",".","Medtr1g098300","cyclin-dependent kinase","cluster5"
"5471","chr1",44668254,44671386,".","-",".","Medtr1g099050","serine decarboxylase","cluster5"
"5627","chr1",45784401,45787692,".","-",".","Medtr1g101370","methyltransferase PMT16 putative","cluster5"
"5638","chr1",45868926,45870250,".","+",".","Medtr1g101550","ethylene-responsive transcription factor ERF026","cluster5"
"5675","chr1",46102116,46104813,".","+",".","Medtr1g102070","gibberellin 20-oxidase","cluster5"
"5681","chr1",46138142,46139511,".","-",".","Medtr1g102160","gibberellin receptor GID1 putative","cluster5"
"5746","chr1",46606993,46612336,".","-",".","Medtr1g103020","3-oxoacyl-(acyl carrier) synthase II","cluster5"
"5753","chr1",46647824,46648731,".","-",".","Medtr1g103110","acetyltransferase (GNAT) domain protein","cluster5"
"5794","chr1",46913217,46914470,".","+",".","Medtr1g103640","ovate transcriptional repressor","cluster5"
"5823","chr1",47103079,47106005,".","-",".","Medtr1g104590","copper amine oxidase enzyme domain protein","cluster5"
"5860","chr1",47372738,47373815,".","-",".","Medtr1g105075","fantastic four-like protein","cluster5"
"5931","chr1",47821629,47824256,".","+",".","Medtr1g105900","xyloglucan endotransglucosylase/hydrolase family protein","cluster5"
"5941","chr1",47884162,47888251,".","+",".","Medtr1g105965","pyruvate kinase family protein","cluster5"
"6138","chr1",49299945,49302477,".","+",".","Medtr1g109110","palmitoyl-acyl carrier thioesterase","cluster5"
"6155","chr1",49467596,49471955,".","-",".","Medtr1g109390","amino-acid permease BAT1-like protein","cluster5"
"6196","chr1",49735117,49737508,".","-",".","Medtr1g110290","core-2/I-branching enzyme","cluster5"
"6260","chr1",50274195,50274709,".","+",".","Medtr1g111300","hypothetical protein","cluster5"
"6275","chr1",50384418,50386469,".","+",".","Medtr1g111510","MFS transporter","cluster5"
"6276","chr1",50389648,50391414,".","+",".","Medtr1g111530","MFS transporter","cluster5"
"6277","chr1",50392705,50394962,".","+",".","Medtr1g111540","MFS transporter","cluster5"
"6325","chr1",50782752,50790900,".","-",".","Medtr1g112270","C2H2 zinc finger protein putative","cluster5"
"6376","chr1",51223413,51225322,".","-",".","Medtr1g112940","protein phosphatase 2A regulatory B subunit family protein","cluster5"
"6460","chr1",51820413,51823241,".","+",".","Medtr1g115140","aluminum activated malate transporter family protein","cluster5"
"6471","chr1",51864615,51865729,".","+",".","Medtr1g115195","glutathione S-transferase","cluster5"
"6557","chr1",52419232,52420234,".","-",".","Medtr1g116000","transmembrane protein putative","cluster5"
"6700","chr2",520123,524922,".","+",".","Medtr2g006280","seven transmembrane MLO family protein","cluster5"
"6754","chr2",955202,956149,".","+",".","Medtr2g007340","zinc finger C3HC4 type (RING finger) protein","cluster5"
"6824","chr2",1367059,1371918,".","-",".","Medtr2g008240","beta-xylosidase/alpha-L-arabinofuranosidase-like protein","cluster5"
"6840","chr2",1491577,1496418,".","+",".","Medtr2g008470","high affinity sulfate transporter type 1","cluster5"
"6935","chr2",2169923,2176627,".","-",".","Medtr2g009980","oligopeptide transporter OPT family protein","cluster5"
"6977","chr2",2431589,2433884,".","+",".","Medtr2g010530","cytochrome P450 family 71 protein","cluster5"
"6999","chr2",2534613,2535122,".","-",".","Medtr2g010800","regulator of ribonuclease activity protein A","cluster5"
"7001","chr2",2537868,2539247,".","-",".","Medtr2g010815","regulator of ribonuclease activity protein A","cluster5"
"7002","chr2",2539330,2543644,".","-",".","Medtr2g010820","hypothetical protein","cluster5"
"7054","chr2",2823382,2825840,".","+",".","Medtr2g011570","equilibrative nucleoside transporter","cluster5"
"7055","chr2",2826208,2828224,".","+",".","Medtr2g011580","equilibrative nucleoside transporter 6","cluster5"
"7069","chr2",2930367,2931279,".","-",".","Medtr2g011760","transmembrane protein putative","cluster5"
"7117","chr2",3291925,3293201,".","-",".","Medtr2g012790","F-box/kelch-repeat plant protein putative","cluster5"
"7178","chr2",3720779,3723303,".","-",".","Medtr2g013680","transmembrane protein putative","cluster5"
"7263","chr2",4342669,4347110,".","+",".","Medtr2g014920","LRR receptor-like kinase family protein putative","cluster5"
"7391","chr2",5172338,5173691,".","-",".","Medtr2g016730","AP2 domain class transcription factor","cluster5"
"7434","chr2",5457521,5460670,".","+",".","Medtr2g017750","peptide/nitrate transporter","cluster5"
"7439","chr2",5481214,5484833,".","+",".","Medtr2g017785","LRR receptor-like kinase","cluster5"
"7440","chr2",5485080,5485537,".","+",".","Medtr2g017795","leucine-rich receptor-like kinase family protein","cluster5"
"7441","chr2",5485571,5487169,".","+",".","Medtr2g017805","LRR receptor-like kinase","cluster5"
"7487","chr2",5856917,5861023,".","+",".","Medtr2g018590","1-O-acylglucose:anthocyanin acyltransferase","cluster5"
"7541","chr2",6291396,6293688,".","+",".","Medtr2g019345","glycoside hydrolase family 17 protein","cluster5"
"7544","chr2",6312834,6315290,".","-",".","Medtr2g019370","plant gibberellin 2-oxidase","cluster5"
"7603","chr2",6766782,6773328,".","+",".","Medtr2g020360","acyl carrier protein","cluster5"
"7731","chr2",7593304,7596065,".","-",".","Medtr2g022140","adenylate isopentenyltransferase","cluster5"
"7736","chr2",7624515,7625283,".","+",".","Medtr2g022190","RING zinc finger protein putative","cluster5"
"7805","chr2",8109366,8111042,".","+",".","Medtr2g023150","receptor-like kinase","cluster5"
"7821","chr2",8282422,8282667,".","-",".","Medtr2g023440","ankyrin repeat protein putative","cluster5"
"7849","chr2",8458211,8460050,".","+",".","Medtr2g023860","F-box plant-like protein putative","cluster5"
"7851","chr2",8468817,8469988,".","-",".","Medtr2g023890","MAP kinase kinase kinase","cluster5"
"7898","chr2",8954695,8955548,".","+",".","Medtr2g025170","RPM1-interacting protein 4 (RIN4) family protein","cluster5"
"7899","chr2",8956290,8961013,".","+",".","Medtr2g025180","calcium-binding EF hand protein","cluster5"
"7944","chr2",9232891,9234822,".","+",".","Medtr2g025780","hypothetical protein","cluster5"
"7974","chr2",9451635,9456189,".","-",".","Medtr2g026160","inositol transporter putative","cluster5"
"7988","chr2",9587448,9588191,".","+",".","Medtr2g026510","hypothetical protein","cluster5"
"8146","chr2",10766245,10771229,".","-",".","Medtr2g028940","E3 ubiquitin-protein ligase LIN-like protein putative","cluster5"
"8168","chr2",10930336,10936870,".","+",".","Medtr2g029300","ROOT HAIR defective 3 GTP-binding protein","cluster5"
"8258","chr2",11671573,11672658,".","-",".","Medtr2g030855","rhicadhesin receptor","cluster5"
"8266","chr2",11719359,11720872,".","-",".","Medtr2g031270","rhicadhesin receptor","cluster5"
"8275","chr2",11802695,11804357,".","-",".","Medtr2g031420","FAD-binding berberine family protein","cluster5"
"8435","chr2",13082144,13084065,".","-",".","Medtr2g034250","GRAS family transcription factor","cluster5"
"8436","chr2",13086374,13088374,".","-",".","Medtr2g034260","GRAS family transcription factor","cluster5"
"8437","chr2",13092471,13094204,".","-",".","Medtr2g034280","GRAS family transcription factor","cluster5"
"8516","chr2",13694958,13696496,".","-",".","Medtr2g435450","DnaJ heat shock amino-terminal domain protein","cluster5"
"8522","chr2",13732370,13737684,".","-",".","Medtr2g435550","catalytic/protein phosphatase type 2C","cluster5"
"8637","chr2",14666094,14668477,".","+",".","Medtr2g437380","2OG-Fe(II) oxygenase family oxidoreductase","cluster5"
"8663","chr2",14880150,14884292,".","-",".","Medtr2g437730","LRR receptor-like kinase family protein","cluster5"
"8792","chr2",15794417,15795779,".","-",".","Medtr2g036500","malectin/receptor-like kinase family protein","cluster5"
"8798","chr2",15863690,15871687,".","+",".","Medtr2g036650","plasma membrane H+-ATPase","cluster5"
"8869","chr2",16365274,16372671,".","-",".","Medtr2g037790","OSBP(oxysterol-binding protein)-related protein 4C","cluster5"
"8935","chr2",16909067,16915332,".","-",".","Medtr2g038675","receptor-like kinase","cluster5"
"9013","chr2",17552516,17554131,".","-",".","Medtr2g040010","glycylpeptide N-tetradecanoyltransferase","cluster5"
"9155","chr2",18566744,18571686,".","+",".","Medtr2g042570","inter-alpha-trypsin inhibitor heavy chain-like protein","cluster5"
"9227","chr2",19173412,19176099,".","-",".","Medtr2g044100","GDSL-like lipase/acylhydrolase","cluster5"
"9307","chr2",19977155,19981600,".","-",".","Medtr2g045490","pyruvate dehydrogenase (acetyl-transferring) kinase","cluster5"
"9651","chr2",23687045,23688603,".","+",".","Medtr2g055250","F-box protein","cluster5"
"9668","chr2",23849866,23853216,".","-",".","Medtr2g055690","LRR receptor-like kinase","cluster5"
"9799","chr2",25049516,25052612,".","+",".","Medtr2g460730","AP2-type transcription factor","cluster5"
"9866","chr2",25632722,25636216,".","-",".","Medtr2g461970","alpha-14-glucan-protein synthase [UDP-forming]-like protein","cluster5"
"9946","chr2",26252089,26253043,".","-",".","Medtr2g062220","oxidoreductase/transition metal ion-binding protein","cluster5"
"9952","chr2",26303022,26306172,".","-",".","Medtr2g062310","DUF966 domain protein","cluster5"
"9963","chr2",26354832,26357000,".","+",".","Medtr2g062430","DUF946 family protein","cluster5"
"9967","chr2",26410129,26414001,".","+",".","Medtr2g062560","glycoside hydrolase family 20 domain protein","cluster5"
"10019","chr2",26977730,26980254,".","+",".","Medtr2g063823","gamete-like protein","cluster5"
"10025","chr2",27019462,27021940,".","+",".","Medtr2g063863","gamete-like protein","cluster5"
"10062","chr2",27411723,27413733,".","+",".","Medtr2g065360","cytochrome P450 family 71 protein","cluster5"
"10196","chr2",28638752,28642769,".","-",".","Medtr2g068950","2OG-Fe(II) oxygenase family oxidoreductase","cluster5"
"10197","chr2",28647571,28651432,".","-",".","Medtr2g068960","2OG-Fe(II) oxygenase family oxidoreductase","cluster5"
"10289","chr2",29504938,29505698,".","-",".","Medtr2g070120","glutathione S-transferase amino-terminal domain protein","cluster5"
"10308","chr2",29642100,29646961,".","+",".","Medtr2g070420","peroxisomal (S)-2-hydroxy-acid oxidase GLO1","cluster5"
"10317","chr2",29754972,29757412,".","+",".","Medtr2g070570","transmembrane protein putative","cluster5"
"10318","chr2",29757748,29759277,".","+",".","Medtr2g070580","ribosomal protein L14p/L23e","cluster5"
"10381","chr2",30330475,30335065,".","+",".","Medtr2g072190","hydroxyacylglutathione hydrolase","cluster5"
"10553","chr2",31726251,31727821,".","+",".","Medtr2g075830","papain family cysteine protease","cluster5"
"10659","chr2",32505911,32507609,".","+",".","Medtr2g078200","TCP family transcription factor","cluster5"
"10692","chr2",32815804,32817930,".","-",".","Medtr2g078620","hypothetical protein","cluster5"
"10701","chr2",32915003,32917941,".","+",".","Medtr2g078730","branched-chain-amino-acid aminotransferase-like protein","cluster5"
"10706","chr2",32982175,32982837,".","-",".","Medtr2g078780","chilling-induced protein putative","cluster5"
"10797","chr2",33761666,33764021,".","+",".","Medtr2g080010","NAC transcription factor-like protein","cluster5"
"11089","chr2",35973132,35974624,".","+",".","Medtr2g084805","hypothetical protein","cluster5"
"11094","chr2",36002105,36003423,".","-",".","Medtr2g084855","phytosulfokine precursor protein","cluster5"
"11159","chr2",36420900,36421618,".","+",".","Medtr2g086620","germin-like protein 9-2","cluster5"
"11160","chr2",36424379,36425295,".","+",".","Medtr2g086630","germin-like protein 9-2","cluster5"
"11161","chr2",36427352,36428046,".","+",".","Medtr2g086640","germin-like protein 9-2","cluster5"
"11166","chr2",36455122,36457181,".","+",".","Medtr2g086700","capsanthin/capsorubin synthase chromoplast protein","cluster5"
"11207","chr2",36759520,36761126,".","+",".","Medtr2g087390","FAF-like protein","cluster5"
"11210","chr2",36774830,36776659,".","+",".","Medtr2g087430","DUF3049 family protein","cluster5"
"11213","chr2",36787674,36789084,".","+",".","Medtr2g087460","FAF-like protein","cluster5"
"11214","chr2",36795973,36797089,".","+",".","Medtr2g087470","DUF3049 family protein","cluster5"
"11277","chr2",37244408,37245154,".","-",".","Medtr2g088370","DUF4228 domain protein","cluster5"
"11323","chr2",37602592,37604640,".","+",".","Medtr2g089100","GRAS family transcription factor","cluster5"
"11336","chr2",37733593,37734937,".","+",".","Medtr2g089310","B-box type zinc finger protein","cluster5"
"11343","chr2",37768309,37769290,".","+",".","Medtr2g089380","transmembrane protein putative","cluster5"
"11392","chr2",38068676,38069464,".","+",".","Medtr2g089990","wound-responsive family protein","cluster5"
"11424","chr2",38268711,38272451,".","-",".","Medtr2g090190","catalytic/protein phosphatase type 2C","cluster5"
"11437","chr2",38363047,38365828,".","-",".","Medtr2g090265","expansin-like protein B1","cluster5"
"11438","chr2",38369376,38371921,".","-",".","Medtr2g090270","expansin-like protein B1","cluster5"
"11572","chr2",39345425,39345835,".","-",".","Medtr2g091210","DUF538 family protein","cluster5"
"11573","chr2",39347443,39348176,".","-",".","Medtr2g091215","DUF538 family protein","cluster5"
"11642","chr2",39991185,39994421,".","+",".","Medtr2g093750","seven transmembrane MLO family protein","cluster5"
"11648","chr2",40012105,40013370,".","-",".","Medtr2g093810","NAC transcription factor-like protein","cluster5"
"11671","chr2",40206060,40208588,".","-",".","Medtr2g094270","major intrinsic protein (MIP) family transporter","cluster5"
"11785","chr2",41102023,41104213,".","-",".","Medtr2g096230","exocyst subunit exo70 family protein","cluster5"
"11829","chr2",41412292,41414166,".","-",".","Medtr2g096900","outer envelope pore protein","cluster5"
"11930","chr2",42123120,42131459,".","-",".","Medtr2g098490","AMP-binding enzyme","cluster5"
"11974","chr2",42484922,42486505,".","-",".","Medtr2g099110","GRAS family transcription factor","cluster5"
"12164","chr2",43818213,43819163,".","-",".","Medtr2g101850","cytoplasmic dynein light chain","cluster5"
"12169","chr2",43850044,43851236,".","-",".","Medtr2g101910","hypothetical protein","cluster5"
"12170","chr2",43851532,43855716,".","+",".","Medtr2g101920","transmembrane amino acid transporter family protein","cluster5"
"12179","chr2",43891839,43893701,".","-",".","Medtr2g102010","carnitine/acylcarnitine carrier-like protein","cluster5"
"12323","chr2",44868826,44871074,".","+",".","Medtr2g104130","calcium-binding EF-hand protein","cluster5"
"12342","chr2",44951951,44952920,".","-",".","Medtr2g104380","hypothetical protein","cluster5"
"12372","chr2",45169879,45170681,".","+",".","Medtr2g104800","DUF4228 domain protein","cluster5"
"12391","chr2",45319381,45323306,".","-",".","Medtr2g105100","3-ketoacyl carrier synthase III","cluster5"
"12407","chr2",45424314,45427720,".","+",".","Medtr2g105360","cytochrome P450 family Ent-kaurenoic acid oxidase","cluster5"
"12593","chr3",1173614,1180993,".","-",".","Medtr3g007770","cellulose synthase-like protein","cluster5"
"12609","chr3",1280979,1283041,".","-",".","Medtr3g008010","UDP-glucosyltransferase family protein","cluster5"
"12660","chr3",1650491,1651493,".","+",".","Medtr3g008760","plant invertase/pectin methylesterase inhibitor","cluster5"
"12712","chr3",2195853,2197674,".","+",".","Medtr3g009880","FAD-linked oxidoreductase","cluster5"
"12827","chr3",2923472,2926629,".","-",".","Medtr3g011630","tyrosine kinase family protein","cluster5"
"12874","chr3",3354416,3358225,".","-",".","Medtr3g012310","NBS-LRR type disease resistance protein","cluster5"
"12963","chr3",4123569,4124231,".","+",".","Medtr3g014500","NB-ARC domain disease resistance protein putative","cluster5"
"12985","chr3",4286399,4287257,".","+",".","Medtr3g014820","Kunitz type trypsin inhibitor","cluster5"
"12987","chr3",4294893,4295552,".","+",".","Medtr3g014870","Kunitz type trypsin inhibitor","cluster5"
"13084","chr3",5183225,5190126,".","+",".","Medtr3g018790","annexin D8","cluster5"
"13127","chr3",5500322,5504353,".","-",".","Medtr3g019530","S-locus lectin kinase family protein","cluster5"
"13174","chr3",6026235,6028627,".","-",".","Medtr3g020780","cytochrome P450 family protein","cluster5"
"13177","chr3",6055504,6056068,".","+",".","Medtr3g020880","subtilisin inhibitor 1","cluster5"
"13183","chr3",6085321,6086366,".","-",".","Medtr3g020970","subtilisin inhibitor 1","cluster5"
"13213","chr3",6281562,6285674,".","-",".","Medtr3g021440","caffeic acid O-methyltransferase","cluster5"
"13254","chr3",6858778,6862026,".","-",".","Medtr3g022830","GRAS family transcription factor","cluster5"
"13398","chr3",8088913,8094109,".","+",".","Medtr3g026280","glycoside hydrolase family 1 protein","cluster5"
"13519","chr3",9170419,9172230,".","+",".","Medtr3g028650","receptor-like kinase","cluster5"
"13525","chr3",9271534,9280109,".","+",".","Medtr3g029510","MATE efflux family protein","cluster5"
"13656","chr3",10271423,10278947,".","-",".","Medtr3g032530","S-adenosyl-methionine-sterol-C-methyltransferase","cluster5"
"13713","chr3",10869430,10877409,".","+",".","Medtr3g033810","glycoside hydrolase family 1 protein","cluster5"
"13759","chr3",11317144,11318156,".","-",".","Medtr3g434790","P-loop nucleoside triphosphate hydrolase superfamily protein","cluster5"
"13783","chr3",11499092,11502436,".","-",".","Medtr3g435230","YGL010w-like protein","cluster5"
"13807","chr3",11778460,11782826,".","-",".","Medtr3g435740","NB-ARC domain disease resistance protein putative","cluster5"
"13896","chr3",13011474,13013852,".","+",".","Medtr3g438050","polygalacturonase/glycoside hydrolase family protein","cluster5"
"13959","chr3",13497306,13498493,".","+",".","Medtr3g036335","F-box protein interaction domain protein","cluster5"
"14017","chr3",14184186,14190817,".","+",".","Medtr3g040370","methyltransferase PMT2-like protein","cluster5"
"14071","chr3",14781798,14783516,".","-",".","Medtr3g045440","sigma factor sigb regulation rsbq-like protein","cluster5"
"14123","chr3",15689254,15689968,".","-",".","Medtr3g047190","hypothetical protein","cluster5"
"14321","chr3",18316696,18318210,".","-",".","Medtr3g049150","spermidine hydroxycinnamoyl transferase","cluster5"
"14328","chr3",18389424,18389858,".","-",".","Medtr3g049390","transmembrane protein putative","cluster5"
"14626","chr3",21482455,21483222,".","+",".","Medtr3g054170","legume lectin beta domain protein","cluster5"
"14787","chr3",22918706,22920775,".","-",".","Medtr3g057910","cytochrome P450 family 71 protein","cluster5"
"14791","chr3",22939282,22941877,".","+",".","Medtr3g057980","cytochrome P450 family 71 protein","cluster5"
"14793","chr3",22946208,22947981,".","-",".","Medtr3g058000","cytochrome P450 family 71 protein","cluster5"
"14795","chr3",22971128,22973864,".","-",".","Medtr3g058060","cytochrome P450 family 71 protein","cluster5"
"14804","chr3",23035968,23037585,".","-",".","Medtr3g058240","cytochrome P450 family 71 protein","cluster5"
"14805","chr3",23038848,23040564,".","-",".","Medtr3g058250","cytochrome P450 family 71 protein","cluster5"
"14812","chr3",23145718,23147439,".","-",".","Medtr3g058390","cytochrome P450 family 71 protein","cluster5"
"14813","chr3",23148325,23150526,".","-",".","Medtr3g058400","cytochrome P450 family 71 protein","cluster5"
"14833","chr3",23324436,23327093,".","-",".","Medtr3g058630","ZIP metal ion transporter family protein","cluster5"
"14836","chr3",23334931,23336016,".","-",".","Medtr3g058660","purine permease","cluster5"
"14845","chr3",23451876,23453426,".","-",".","Medtr3g058810","disease resistance protein putative","cluster5"
"14846","chr3",23453520,23456659,".","-",".","Medtr3g058820","disease resistance protein (TIR-NBS-LRR class)","cluster5"
"14847","chr3",23456722,23466090,".","-",".","Medtr3g058840","disease resistance protein (TIR-NBS-LRR class)","cluster5"
"14950","chr3",24377522,24380475,".","+",".","Medtr3g061390","transmembrane amino acid transporter family protein","cluster5"
"15100","chr3",25494699,25496004,".","-",".","Medtr3g463590","Kunitz type trypsin inhibitor / Alpha-fucosidase","cluster5"
"15165","chr3",25930718,25935779,".","+",".","Medtr3g464530","2OG-Fe(II) oxygenase family oxidoreductase","cluster5"
"15255","chr3",26743577,26746271,".","-",".","Medtr3g031480","Serine/Threonine kinase plant-type protein","cluster5"
"15257","chr3",26761807,26765991,".","+",".","Medtr3g031450","UDP-glucosyltransferase family protein","cluster5"
"15260","chr3",26800771,26806492,".","+",".","Medtr3g031380","malonyl CoA-acyl carrier transacylase","cluster5"
"15375","chr3",27669661,27672771,".","+",".","Medtr3g467130","cytochrome P450 family protein","cluster5"
"15376","chr3",27673375,27677774,".","-",".","Medtr3g467140","cytochrome P450 family protein","cluster5"
"15377","chr3",27678809,27680826,".","-",".","Medtr3g467150","hypothetical protein","cluster5"
"15493","chr3",28615502,28618298,".","-",".","Medtr3g063240","DMT(drug/metabolite transporter) superfamily permease","cluster5"
"15525","chr3",28823632,28828033,".","+",".","Medtr3g064090","cysteine-rich RLK (receptor-like kinase) protein","cluster5"
"15529","chr3",28832821,28837018,".","+",".","Medtr3g064110","cysteine-rich RLK (receptor-like kinase) protein","cluster5"
"15607","chr3",29440650,29444625,".","-",".","Medtr3g065250","glutamine synthetase domain protein","cluster5"
"15651","chr3",29777708,29779335,".","+",".","Medtr3g065950","senescence-associated protein putative","cluster5"
"15654","chr3",29797559,29799202,".","-",".","Medtr3g065980","DELLA domain GRAS family transcription factor GAI","cluster5"
"16011","chr3",32530898,32532668,".","-",".","Medtr3g072390","adenine nucleotide alpha hydrolase superfamily protein","cluster5"
"16019","chr3",32601125,32604904,".","-",".","Medtr3g072500","nodulin MtN21/EamA-like transporter family protein","cluster5"
"16021","chr3",32615708,32618234,".","-",".","Medtr3g072520","nodulin MtN21/EamA-like transporter family protein","cluster5"
"16036","chr3",32725078,32727063,".","-",".","Medtr3g072710","GRAS family transcription factor","cluster5"
"16041","chr3",32776698,32779600,".","-",".","Medtr3g072830","camphor resistance CrcB-like protein","cluster5"
"16070","chr3",32957507,32962633,".","-",".","Medtr3g073150","nitrate reductase [NADH]-like protein","cluster5"
"16262","chr3",34442945,34446106,".","+",".","Medtr3g076630","pyruvate dehydrogenase E1 beta subunit","cluster5"
"16392","chr3",35438534,35441319,".","+",".","Medtr3g078623","formin-like 2 domain protein","cluster5"
"16414","chr3",35616738,35620265,".","-",".","Medtr3g079190","neutral/alkaline non-lysosomal ceramidase","cluster5"
"16419","chr3",35641016,35644060,".","+",".","Medtr3g079240","cytochrome P450 family protein","cluster5"
"16444","chr3",35909107,35911950,".","-",".","Medtr3g079560","serine carboxypeptidase-like protein","cluster5"
"16445","chr3",35913328,35916356,".","-",".","Medtr3g079570","serine carboxypeptidase-like protein","cluster5"
"16446","chr3",35919897,35922606,".","-",".","Medtr3g079590","serine carboxypeptidase-like protein","cluster5"
"16447","chr3",35926473,35929278,".","-",".","Medtr3g079600","serine carboxypeptidase-like protein","cluster5"
"16449","chr3",35933297,35935921,".","-",".","Medtr3g079620","serine carboxypeptidase-like protein","cluster5"
"16450","chr3",35938953,35941471,".","-",".","Medtr3g079630","serine carboxypeptidase-like protein","cluster5"
"16573","chr3",36751136,36752470,".","-",".","Medtr3g081140","cysteine-rich TM module stress tolerance protein","cluster5"
"16613","chr3",36989575,36995192,".","+",".","Medtr3g081690","ZIP zinc/iron transport family protein","cluster5"
"16615","chr3",37013929,37020905,".","+",".","Medtr3g082050","ZIP zinc/iron transport family protein","cluster5"
"16630","chr3",37105455,37112701,".","-",".","Medtr3g082200","subtilisin-like serine protease","cluster5"
"16727","chr3",37749162,37751789,".","+",".","Medtr3g083630","squalene/phytoene synthase","cluster5"
"16871","chr3",38717092,38721880,".","+",".","Medtr3g085630","ankyrin domain protein","cluster5"
"16882","chr3",38793220,38797762,".","+",".","Medtr3g085740","3-ketoacyl-(acyl-carrier) reductase","cluster5"
"16933","chr3",39152403,39158029,".","+",".","Medtr3g086430","multidrug resistance-associated protein ABC domain protein","cluster5"
"16951","chr3",39275118,39276103,".","-",".","Medtr3g086650","hypothetical protein","cluster5"
"16967","chr3",39393525,39396093,".","+",".","Medtr3g086890","hypothetical protein","cluster5"
"17021","chr3",39733238,39734754,".","-",".","Medtr3g087700","DUF581 family protein","cluster5"
"17023","chr3",39750418,39757684,".","+",".","Medtr3g087740","sulfate/bicarbonate/oxalate exchanger and transporter sat-1","cluster5"
"17044","chr3",39878065,39887996,".","+",".","Medtr3g087980","bacterial long-chain fatty acid CoA synthetase","cluster5"
"17076","chr3",40124722,40130339,".","-",".","Medtr3g088460","NRAMP metal ion transporter 6","cluster5"
"17079","chr3",40146211,40147953,".","+",".","Medtr3g088420","anthranilate N-hydroxycinnamoyl/benzoyltransferase putative","cluster5"
"17100","chr3",40295219,40297253,".","+",".","Medtr3g088565","1-aminocyclopropane-1-carboxylate oxidase","cluster5"
"17146","chr3",40724514,40725497,".","-",".","Medtr3g088965","transmembrane protein putative","cluster5"
"17149","chr3",40738423,40739590,".","-",".","Medtr3g089005","basic blue-like protein","cluster5"
"17152","chr3",40745561,40746601,".","-",".","Medtr3g089035","basic blue-like protein","cluster5"
"17159","chr3",40831984,40834426,".","-",".","Medtr3g089125","bidirectional sugar transporter","cluster5"
"17221","chr3",41306407,41308335,".","+",".","Medtr3g090950","bidirectional sugar transporter","cluster5"
"17394","chr3",42630099,42632312,".","-",".","Medtr3g093270","MFS transporter","cluster5"
