Gene_ID,R_stat,R_padj,M_stat,M_padj,I_stat,I_padj,Category
Medtr2g086510,0.0404,0.9464,8.1618,0.0266,2.1578,0.8555,M only
Medtr2g086580,4.1684,0.2101,12.3593,0.0043,0.1795,0.998,M only
Medtr2g086620,0.2434,0.8589,267.3912,0,1.1391,0.9405,M only
Medtr2g086630,0.9842,0.655,348.5077,0,0.4526,0.9906,M only
Medtr2g086640,0.9598,0.6597,336.803,0,0.3215,0.993,M only
Medtr2g086700,4.9975,0.1531,8.0637,0.0277,0.2625,0.998,M only
Medtr2g086740,6.1226,0.0979,9.4268,0.0153,0.0776,0.998,M only
Medtr2g086790,2.1806,0.432,16.9024,0.0006,0.2638,0.998,M only
Medtr2g086870,0.3473,0.8237,21.6211,0.0001,0.4671,0.9891,M only
Medtr2g087000,1.146,0.6196,31.8453,0,0.2976,0.9938,M only
Medtr2g087120,1.9178,0.4752,7.3782,0.0371,0.0338,0.9993,M only
Medtr2g087350,2.1808,0.432,14.9016,0.0014,3.953,0.676,M only
Medtr2g087680,0.4376,0.7984,22.6314,0,3.4739,0.7261,M only
Medtr2g087710,1.058,0.6388,16.7109,0.0006,13.9575,0.0613,M only
Medtr2g087890,0.6715,0.7294,7.5927,0.0339,0.6709,0.9757,M only
Medtr2g087950,4.2754,0.2014,6.7007,0.0495,4.3451,0.6344,M only
Medtr2g087980,7.3445,0.0581,14.0933,0.002,0.1317,0.998,M only
Medtr2g088080,0.388,0.8123,7.998,0.0285,0.6376,0.9772,M only
Medtr2g088220,4.8223,0.1639,16.4258,0.0007,0.0102,0.9996,M only
Medtr2g088370,0.357,0.8212,28.6681,0,1.2779,0.9306,M only
Medtr2g088460,6.866,0.0712,9.9383,0.0123,1.5456,0.9065,M only
Medtr2g088610,0.5083,0.7778,71.4805,0,0.196,0.998,M only
Medtr2g088680,0.641,0.7391,23.5862,0,0.0773,NA,M only
Medtr2g088860,2.7547,0.3526,96.6381,0,1.1777,0.9354,M only
Medtr2g088940,0.4665,0.7895,8.7479,0.0206,0.3637,0.9907,M only
Medtr2g089100,0.1721,0.8875,100.149,0,1.3131,0.9296,M only
Medtr2g089130,0.1423,0.8998,89.2897,0,0.0096,NA,M only
Medtr2g089380,3.6365,0.2568,214.9343,0,0.0573,0.998,M only
Medtr2g089765,0.9012,0.672,14.1912,0.0019,0.016,0.9996,M only
Medtr2g089975,1.5663,0.5381,19.8613,0.0001,1.0936,0.9443,M only
Medtr2g090080,0.0393,0.9468,8.5832,0.0221,0.8766,0.9617,M only
Medtr2g090155,0.2512,0.8565,8.5041,0.0229,0.1459,0.998,M only
Medtr2g090190,0.1741,0.8865,48.5376,0,2.567,0.8099,M only
Medtr2g090230,0.6758,0.7282,23.1878,0,3.5698,0.7167,M only
Medtr2g090240,1.602,0.5308,17.5792,0.0004,0.1455,0.998,M only
Medtr2g090265,4.3396,0.1966,7.9176,0.0295,1.7106,0.8939,M only
Medtr2g090285,3.5948,0.2609,8.1396,0.0268,4.0295,0.6648,M only
Medtr2g090290,1.6369,0.5241,11.217,0.0071,1.1204,0.9416,M only
Medtr2g090390,0.1636,0.8915,8.4525,0.0234,5.5825,0.5435,M only
Medtr2g090405,0.6418,0.7388,39.8293,0,0.8871,0.9599,M only
Medtr2g090610,4.2699,0.2016,8.1754,0.0264,8.8246,0.2996,M only
Medtr2g090620,0.0885,0.9224,13.9712,0.0021,0.2333,0.998,M only
Medtr2g090650,4.8868,0.1599,13.135,0.0031,0,0.9999,M only
Medtr2g090660,2.041,0.4541,10.2735,0.0107,1.8736,0.8718,M only
Medtr2g090710,0.5069,0.7783,34.2095,0,0.2091,0.998,M only
Medtr2g090735,5.9612,0.104,18.3091,0.0003,0.2565,0.998,M only
Medtr2g090765,3.7484,0.2465,10.9575,0.0079,0.0014,0.9996,M only
Medtr2g090845,0.6282,0.7426,18.0153,0.0003,0.8728,0.9617,M only
Medtr2g091165,0.3774,0.815,90.0683,0,0.8428,0.9636,M only
Medtr2g091210,0.0817,0.9262,57.6628,0,0.1676,NA,M only
Medtr2g091215,1.2657,0.5978,456.6472,0,0.7191,0.9748,M only
Medtr2g091220,4.8068,0.1645,15.9026,0.0009,5.4482,0.5583,M only
Medtr2g091225,0.1152,0.9106,10.0687,0.0116,2.6541,0.803,M only
Medtr2g091235,2.2332,0.424,13.0235,0.0032,0.1418,0.998,M only
Medtr2g092930,0.9855,0.6547,13.8369,0.0022,4.6072,0.6069,M only
Medtr2g093030,4.0475,0.2202,9.1527,0.0173,3.3692,NA,M only
Medtr2g093180,0.3514,0.8228,16.9951,0.0005,1.3223,0.9288,M only
Medtr2g093230,0.4036,0.8077,7.2028,0.04,0.2152,NA,M only
Medtr2g093680,0.9565,0.6606,11.4463,0.0064,0.9133,0.9598,M only
Medtr2g093740,6.7088,0.0761,11.738,0.0057,5.3327,0.5617,M only
Medtr2g093750,6.2466,0.0927,82.3651,0,0.1872,0.998,M only
Medtr2g093810,0.8563,0.6829,60.7363,0,4.5086,0.6189,M only
Medtr2g093970,0.0998,0.917,8.1319,0.0269,0.579,0.9795,M only
Medtr2g093980,0.2711,0.85,9.7727,0.0132,0.4686,0.9889,M only
Medtr2g093990,1.4796,0.5546,10.1782,0.0111,0.9293,0.9598,M only
Medtr2g094020,0.0407,0.9462,7.0674,0.0424,0.4958,NA,M only
Medtr2g094060,0.0431,0.9445,24.2828,0,4.6811,0.605,M only
Medtr2g094160,0.9413,0.663,40.7724,0,0.8078,0.9657,M only
Medtr2g094180,0.0358,0.9491,10.7334,0.0087,0.0106,0.9996,M only
Medtr2g094210,1.5629,0.539,6.8124,0.0473,0.2178,0.998,M only
Medtr2g094450,0.0334,0.9506,15.9662,0.0008,2.7735,NA,M only
Medtr2g094520,5.1046,0.1467,8.8895,0.0194,0.0394,0.9982,M only
Medtr2g094570,2.7989,0.3476,20.4068,0.0001,0.2462,0.998,M only
Medtr2g094640,5.0713,0.1489,9.5568,0.0144,1.3002,0.9301,M only
Medtr2g094930,2.9305,0.332,7.5589,0.0344,0.6342,0.9774,M only
Medtr2g094940,0.0278,0.954,14.5654,0.0016,2.5638,0.8099,M only
Medtr2g095700,4.6904,0.1721,9.9636,0.0122,0.0337,0.9993,M only
Medtr2g095750,0.5578,0.7628,7.6712,0.0328,0.0691,0.998,M only
Medtr2g095880,1.4678,0.5567,13.0142,0.0032,0.0114,0.9996,M only
Medtr2g096190,0.5476,0.7662,42.3039,0,1.3232,NA,M only
Medtr2g096230,0.0143,0.9685,78.4979,0,0.7358,0.9748,M only
Medtr2g096350,1.1814,0.6128,76.4505,0,0.3133,NA,M only
Medtr2g096570,0.6631,0.7319,7.7792,0.0314,1.4984,0.9124,M only
Medtr2g096610,0.2583,0.8541,13.2453,0.0029,0.1238,0.998,M only
Medtr2g096630,0.2513,0.8565,9.6251,0.014,0.1057,NA,M only
Medtr2g096660,2.2933,0.415,22.6373,0,0.4183,0.9907,M only
Medtr2g096920,4.4147,0.1916,11.3787,0.0066,3.0738,0.7577,M only
Medtr2g096950,0.2734,0.8495,14.5366,0.0016,0.3712,0.9907,M only
Medtr2g097210,1.5245,0.5461,12.9676,0.0033,0.0809,0.998,M only
Medtr2g097270,1.2344,0.603,6.9455,0.0447,0.1526,0.998,M only
Medtr2g097520,2.0371,0.4548,17.501,0.0004,0.5979,0.9786,M only
Medtr2g097670,0.0109,0.9721,14.1295,0.002,4.6947,0.605,M only
Medtr2g097700,0.0211,0.9602,21.4625,0.0001,0.4616,0.9895,M only
Medtr2g097790,2.4649,0.3889,6.9213,0.0452,2.0149,NA,M only
Medtr2g097850,1.7406,0.505,13.2299,0.0029,0.1907,0.998,M only
Medtr2g097890,6.7535,0.0747,7.2254,0.0396,0.0055,0.9996,M only
Medtr2g097980,4.4456,0.1895,12.2236,0.0046,0.1612,0.998,M only
Medtr2g098070,0.5326,0.7697,15.8556,0.0009,2.6533,0.8032,M only
Medtr2g098080,0.1885,0.8799,8.3088,0.0249,0.0058,0.9996,M only
Medtr2g098240,1.0087,0.6501,6.9258,0.0451,0.7089,0.9748,M only
Medtr2g098250,0.0716,0.931,17.142,0.0005,1.5721,0.9065,M only
Medtr2g098490,3.2606,0.2947,355.7322,0,0.0005,0.9996,M only
Medtr2g098850,0.0813,0.9264,10.4747,0.0097,0.2086,0.998,M only
Medtr2g098910,0.0044,0.9837,21.4592,0.0001,0.8126,0.9649,M only
Medtr2g099090,5.2355,0.1392,10.7222,0.0088,0.2038,0.998,M only
Medtr2g099095,6.9862,0.0676,9.5613,0.0144,0.0802,0.998,M only
Medtr2g099110,1.1913,0.6106,12.1324,0.0048,3.1026,0.7556,M only
Medtr2g099350,0.0394,0.9468,18.8759,0.0002,2.8092,0.794,M only
Medtr2g099410,0.7876,0.701,7.6738,0.0328,1.1127,0.943,M only
Medtr2g099510,1.9834,0.4643,7.3613,0.0373,2.5737,0.8099,M only
Medtr2g099520,1.1276,0.6238,8.876,0.0195,3.9191,0.6804,M only
Medtr2g099620,0.0769,0.9288,12.6449,0.0038,0.549,0.9829,M only
Medtr2g099690,4.9078,0.1587,21.2319,0.0001,3.257,0.7428,M only
Medtr2g099780,0.0073,0.9785,7.8749,0.03,0.8755,0.9617,M only
Medtr2g099920,0.0509,0.94,23.5738,0,0.0439,0.998,M only
Medtr2g099990,0.1651,0.8912,12.5744,0.0039,1.3887,0.9247,M only
Medtr2g100070,0.036,0.9489,29.5165,0,0.0019,0.9996,M only
Medtr2g100100,4.4359,0.1901,8.7322,0.0207,2.875,0.7849,M only
Medtr2g100350,6.343,0.0891,9.0978,0.0177,4.1198,0.6599,M only
Medtr2g100400,0.4113,0.8055,8.5578,0.0224,2.4472,0.8207,M only
Medtr2g100500,0.0912,0.9215,7.7716,0.0315,0.0666,0.998,M only
Medtr2g100540,0.0106,0.9725,13.4125,0.0027,3.9911,NA,M only
Medtr2g100710,1.6722,0.5175,42.3,0,0.9695,0.9564,M only
Medtr2g101040,0.626,0.7434,78.6984,0,2.1167,0.8561,M only
Medtr2g101090,0.9699,0.6578,33.7272,0,0.3011,0.9934,M only
Medtr2g101480,0.7038,0.7215,11.553,0.0061,0.0522,0.998,M only
Medtr2g101610,0.2478,0.8578,45.0145,0,0.7765,0.9711,M only
Medtr2g101770,4.1629,0.2105,9.0469,0.018,0.4751,0.9883,M only
Medtr2g101830,0.0983,0.9177,15.3171,0.0011,0.9204,0.9598,M only
Medtr2g101840,0.1833,0.8822,7.1097,0.0417,2.2342,0.8465,M only
Medtr2g101880,5.1386,0.1446,11.4557,0.0064,0.9444,0.9596,M only
Medtr2g101900,0.997,0.6524,15.0098,0.0013,0.432,0.9907,M only
Medtr2g101910,0.594,0.7523,122.915,0,0.0716,0.998,M only
Medtr2g101920,1.3899,0.5728,126.2663,0,0.0988,0.998,M only
Medtr2g102020,1.5154,0.5474,84.7013,0,0.0907,0.998,M only
Medtr2g102030,1.931,0.473,90.889,0,0.8347,0.9636,M only
Medtr2g102267,0.2146,0.8708,11.7435,0.0057,1.5666,0.9065,M only
Medtr2g102283,1.1914,0.6106,10.0606,0.0117,3.6049,0.7143,M only
Medtr2g103170,5.8164,0.1099,9.1609,0.0172,0.132,0.998,M only
Medtr2g103410,1.7796,0.4978,12.715,0.0037,0.0356,0.9993,M only
Medtr2g103440,0.5434,0.7673,7.9862,0.0286,1.0872,0.9443,M only
Medtr2g103650,0.7707,0.7051,8.6124,0.0219,0.1941,0.998,M only
Medtr2g103670,0.1817,0.8826,10.5844,0.0093,0.2189,0.998,M only
Medtr2g103960,0.6263,0.7434,8.0157,0.0282,0.8429,0.9636,M only
Medtr2g104050,3.7164,0.2496,9.0652,0.0179,0.5745,0.9804,M only
Medtr2g104070,0.026,0.9557,10.5283,0.0095,0.0521,0.998,M only
Medtr2g104130,1.2882,0.5932,82.1178,0,2.7686,0.7973,M only
Medtr2g104450,0.2173,0.8698,16.995,0.0005,1.2525,NA,M only
Medtr2g104760,0.2027,0.875,7.7505,0.0318,3.6881,0.708,M only
Medtr2g104770,4.8349,0.163,18.0989,0.0003,2.3591,0.8284,M only
Medtr2g104790,5.3967,0.1302,51.1266,0,0.5682,0.9816,M only
Medtr2g104800,0.8787,0.6774,266.0117,0,0.8856,0.9604,M only
Medtr2g105100,3.3227,0.2881,92.3874,0,1.2441,0.9306,M only
Medtr2g105360,0.6483,0.7367,28.1463,0,4.1299,0.6589,M only
Medtr2g105410,0.0448,0.9438,7.9284,0.0293,0.241,0.998,M only
Medtr2g105480,3.8759,0.2351,12.148,0.0047,0.1793,0.998,M only
Medtr2g105570,1.2333,0.603,8.4979,0.0229,1.5336,0.9075,M only
Medtr2g435340,3.2137,0.2996,11.0954,0.0074,0.8028,0.9661,M only
Medtr2g435450,0.2503,0.8568,130.759,0,0.0004,0.9996,M only
Medtr2g435560,0.8143,0.6939,9.909,0.0124,1.0103,0.9516,M only
Medtr2g436340,0.2801,0.8473,22.0401,0.0001,1.3002,0.9301,M only
Medtr2g436350,0.6041,0.7497,7.4814,0.0356,3.916,NA,M only
Medtr2g436680,0.2218,0.868,29.2883,0,0.1226,0.998,M only
Medtr2g436750,0.1177,0.9092,9.9197,0.0124,0.1876,0.998,M only
Medtr2g436860,0.0189,0.963,9.3816,0.0156,0.3513,0.9911,M only
Medtr2g437350,1.4015,0.5703,10.5342,0.0095,0.8991,0.9598,M only
Medtr2g437370,0.4686,0.7888,7.3698,0.0372,0.4747,0.9883,M only
Medtr2g437440,2.2352,0.4236,14.8582,0.0014,0.7614,0.9723,M only
Medtr2g437540,0.0252,0.9566,8.0536,0.0278,1.8401,NA,M only
Medtr2g437700,0.0211,0.9602,7.341,0.0376,2.4581,0.8195,M only
Medtr2g437880,0.8801,0.6772,17.65,0.0004,0.6922,0.9754,M only
Medtr2g437910,0.1283,0.9051,27.1737,0,4.0999,0.6599,M only
Medtr2g437990,0.2601,0.8539,16.8946,0.0006,1.704,0.8939,M only
Medtr2g438510,1.948,0.4704,11.9418,0.0052,13.3595,0.0759,M only
Medtr2g438630,5.3078,0.1351,8.2912,0.0251,4.1749,0.6504,M only
Medtr2g450220,2.6031,0.3713,20.6163,0.0001,0.3034,0.9933,M only
Medtr2g450310,0.8086,0.6948,51.9619,0,0.0468,0.998,M only
Medtr2g460730,0.3823,0.8138,288.708,0,6.835,0.4354,M only
Medtr2g460800,0.0304,0.9522,10.7947,0.0085,0.1037,0.998,M only
Medtr2g461020,0.2733,0.8495,8.2506,0.0255,4.058,0.6624,M only
Medtr2g461250,1.9379,0.4719,12.8495,0.0035,0.244,0.998,M only
Medtr2g461950,0.0478,0.9418,59.216,0,2.6597,0.8019,M only
Medtr2g461970,1.1271,0.624,115.979,0,0.5251,0.9856,M only
Medtr2g462000,1.0037,0.651,9.5445,0.0145,0.1939,0.998,M only
Medtr2g462010,1.6502,0.5214,15.1934,0.0012,3.3315,0.7387,M only
Medtr3g005010,1.2328,0.603,9.0131,0.0183,1.0665,0.9445,M only
Medtr3g005080,0.3149,0.8353,7.1316,0.0413,0.0687,0.998,M only
Medtr3g005100,0.5727,0.7589,8.2672,0.0254,1.91,0.8715,M only
Medtr3g005520,0.1066,0.9137,32.9258,0,1.4401,0.9189,M only
Medtr3g005530,1.1059,0.6291,10.0841,0.0116,0.5584,NA,M only
Medtr3g005560,1.4767,0.5552,16.4413,0.0007,0.406,0.9907,M only
Medtr3g005710,3.1963,0.301,8.6421,0.0216,2.2047,0.8499,M only
Medtr3g006810,1.9152,0.4756,9.3308,0.0159,0.8613,0.9621,M only
Medtr3g007490,2.3196,0.4105,14.6078,0.0016,0.0003,NA,M only
Medtr3g007660,2.758,0.3523,6.7705,0.0481,0.086,0.998,M only
Medtr3g007750,1.2439,0.6016,22.333,0,0.0003,0.9996,M only
Medtr3g007770,1.7057,0.5108,180.7236,0,0.3778,0.9907,M only
Medtr3g008010,3.2018,0.3007,248.4117,0,0.4586,0.9897,M only
Medtr3g008170,3.5877,0.2617,8.7243,0.0208,0.128,0.998,M only
Medtr3g008260,0.5655,0.7606,11.2394,0.007,0.1214,0.998,M only
Medtr3g008640,1.6617,0.5194,8.6971,0.0211,0.2859,NA,M only
Medtr3g008700,0.3983,0.8088,14.442,0.0017,2.8206,NA,M only
Medtr3g008720,0.0026,0.9877,8.257,0.0255,0.001,0.9996,M only
Medtr3g009180,0.3626,0.8197,73.4245,0,3.4956,0.7239,M only
Medtr3g009260,1.5197,0.5468,7.8887,0.0298,1.5507,0.9065,M only
Medtr3g009270,3.9195,0.2314,12.0443,0.005,0.3058,0.9931,M only
Medtr3g009450,2.1157,0.442,11.2227,0.0071,6.8037,NA,M only
Medtr3g009470,5.4924,0.1255,26.1879,0,1.4063,0.9233,M only
Medtr3g009530,0.0017,0.9912,15.8381,0.0009,1.6524,0.9006,M only
Medtr3g009730,0.1357,0.9027,7.1931,0.0402,2.8364,0.7878,M only
Medtr3g009880,0.6291,0.7426,449.0869,0,0.0005,0.9996,M only
Medtr3g009945,4.6252,0.1766,14.5737,0.0016,0.0894,0.998,M only
Medtr3g009960,0.8614,0.6814,7.1075,0.0417,0.2978,0.9938,M only
Medtr3g010273,1.9218,0.4745,6.84,0.0468,0.0023,0.9996,M only
Medtr3g010770,2.7258,0.3564,12.4095,0.0042,0.6161,0.9786,M only
Medtr3g011420,5.0451,0.1504,7.9905,0.0286,1.3649,0.926,M only
Medtr3g011630,0.1643,0.8915,145.8876,0,2.8475,0.7859,M only
Medtr3g011730,0.0069,0.9791,68.4759,0,1.7885,0.8795,M only
Medtr3g011820,0.5202,0.7737,8.2284,0.0258,0.3718,0.9907,M only
Medtr3g012030,1.6411,0.5233,11.869,0.0054,0.0675,0.998,M only
Medtr3g012310,1.3708,0.5759,11.8147,0.0055,3.5457,0.7196,M only
Medtr3g012530,1.0431,0.6427,16.9668,0.0005,0.3272,0.9924,M only
Medtr3g013790,0.596,0.7517,12.7346,0.0037,0.0153,0.9996,M only
Medtr3g014030,1.671,0.5178,16.5919,0.0006,0.0406,NA,M only
Medtr3g014350,0.3821,0.8139,53.5052,0,0.7065,NA,M only
Medtr3g014360,4.6307,0.1763,135.9488,0,0.5379,0.9848,M only
Medtr3g014470,0.0993,0.9174,13.2078,0.003,0.0166,NA,M only
Medtr3g014500,2.1421,0.4379,88.1343,0,0.1602,0.998,M only
Medtr3g014650,6.5283,0.0824,82.4177,0,0.1536,0.998,M only
Medtr3g014750,0.055,0.9379,30.6976,0,1.1764,0.9354,M only
Medtr3g014820,1.2316,0.6031,164.4853,0,1.0732,0.9443,M only
Medtr3g014870,1.5124,0.5479,155.6743,0,1.1295,0.9408,M only
Medtr3g014880,1.1009,0.6303,8.3306,0.0247,1.8795,0.8715,M only
Medtr3g015080,1.6494,0.5215,8.4462,0.0235,1.2896,0.9304,M only
Medtr3g015420,3.1661,0.304,28.9925,0,2.6986,0.8002,M only
Medtr3g016215,2.1284,0.4402,7.3964,0.0369,0.1333,NA,M only
Medtr3g018790,4.1909,0.2082,63.5519,0,0.4791,0.988,M only
Medtr3g018920,2.4284,0.3944,82.117,0,0.0145,0.9996,M only
Medtr3g019040,2.1602,0.4355,19.4457,0.0002,0.0218,0.9996,M only
Medtr3g019070,1.8266,0.4907,6.8772,0.046,0.0046,NA,M only
Medtr3g019160,0.6108,0.7478,6.9372,0.0449,0.1526,0.998,M only
Medtr3g019360,0.596,0.7517,26.8809,0,0,0.9999,M only
Medtr3g019370,0.1852,0.8812,6.8976,0.0457,0.6054,0.9786,M only
Medtr3g020680,1.3481,0.5811,19.2546,0.0002,0.3709,0.9907,M only
Medtr3g020780,1.2481,0.6007,9.5837,0.0143,3.3731,0.7319,M only
Medtr3g020800,1.056,0.6393,270.7937,0,0.0414,0.998,M only
Medtr3g020880,1.7306,0.5063,161.8511,0,0.7995,0.9661,M only
Medtr3g020970,0.8728,0.6791,109.0339,0,2.4014,0.8252,M only
Medtr3g021060,2.8119,0.3463,10.0485,0.0117,0.0016,0.9996,M only
Medtr3g021440,6.3607,0.0885,144.1316,0,4.6533,0.6052,M only
Medtr3g022140,1.066,0.6371,11.3638,0.0066,1.5946,NA,M only
Medtr3g022830,0.1476,0.8981,194.9115,0,2.0523,0.8603,M only
Medtr3g022940,0.3613,0.82,7.6094,0.0336,0.0034,0.9996,M only
Medtr3g023150,1.5431,0.5431,9.3385,0.0159,1.0385,0.9491,M only
Medtr3g023180,1.5952,0.5322,8.2198,0.0259,0.0943,0.998,M only
Medtr3g024360,0.1447,0.8993,7.478,0.0356,1.2138,0.9341,M only
Medtr3g025300,0.3896,0.8117,12.4016,0.0042,0.1301,0.998,M only
Medtr3g025870,4.821,0.1639,32.5699,0,0.8394,0.9636,M only
Medtr3g026160,0.5367,0.7688,22.9863,0,1.5004,0.9121,M only
Medtr3g026190,3.3215,0.2883,6.9209,0.0452,0.8006,0.9661,M only
Medtr3g026230,0.9882,0.654,16.1694,0.0008,0.3842,0.9907,M only
Medtr3g026280,0.0679,0.9321,439.7268,0,1.3563,0.926,M only
Medtr3g026290,2.0766,0.448,11.6124,0.006,6.4513,0.4701,M only
Medtr3g026330,0.0032,0.9862,12.2333,0.0046,4.1228,0.6599,M only
Medtr3g026620,0.5309,0.7703,20.6837,0.0001,0.6783,0.9757,M only
Medtr3g026785,0.4905,0.7827,8.5743,0.0222,1.3263,0.9288,M only
Medtr3g026820,1.3526,0.5803,15.584,0.001,0.0188,0.9996,M only
Medtr3g027140,3.6959,0.2518,18.4124,0.0003,0.3943,0.9907,M only
Medtr3g027250,7.3302,0.0583,7.7145,0.0322,7.9065,0.3545,M only
Medtr3g027420,0.2861,0.8451,12.6501,0.0038,0.0172,0.9996,M only
Medtr3g027610,1.7613,0.501,8.5203,0.0227,0.0263,0.9996,M only
Medtr3g028210,6.3464,0.089,13.4258,0.0027,2.4195,0.8237,M only
Medtr3g028540,6.0494,0.1007,6.8732,0.0461,0.1257,0.998,M only
Medtr3g028600,0.0401,0.9465,7.2312,0.0395,0.0684,0.998,M only
Medtr3g028630,3.25,0.2958,90.3562,0,1.6166,NA,M only
Medtr3g028640,1.025,0.6464,85.6699,0,0.0503,NA,M only
Medtr3g028650,0,0.9993,103.8516,0,0.464,0.9894,M only
Medtr3g028730,3.156,0.3052,7.7655,0.0316,1.1356,0.9405,M only
Medtr3g029590,0.0011,0.9929,11.6047,0.006,0.117,0.998,M only
Medtr3g030250,0.9644,0.6588,13.9318,0.0021,0.9514,0.9587,M only
Medtr3g030550,0.0049,0.9827,7.733,0.032,0.2437,0.998,M only
Medtr3g030960,0.4128,0.8052,6.8965,0.0457,10.1161,0.2133,M only
Medtr3g031200,1.3404,0.5826,6.9893,0.0439,1.4728,NA,M only
Medtr3g031380,3.0427,0.3189,102.9551,0,0.9053,0.9598,M only
Medtr3g031750,1.9475,0.4704,7.0413,0.0429,0.8408,0.9636,M only
Medtr3g031800,5.1312,0.1451,10.3889,0.0101,0.7532,0.9732,M only
Medtr3g031830,0.3625,0.8197,6.9111,0.0454,0.0003,0.9996,M only
Medtr3g032530,1.6838,0.515,35.3614,0,1.0309,0.9505,M only
Medtr3g033000,0.0365,0.9487,18.7618,0.0002,2.209,0.8497,M only
Medtr3g033520,2.2589,0.4196,8.3059,0.0249,1.015,0.9516,M only
Medtr3g033690,0.2869,0.8448,8.0175,0.0282,1.047,0.9484,M only
Medtr3g033790,3.7476,0.2466,11.4359,0.0064,0.0453,0.998,M only
Medtr3g033810,0.2522,0.856,7.4051,0.0367,0.1586,0.998,M only
Medtr3g034030,3.8575,0.2366,31.706,0,0.7892,0.9681,M only
Medtr3g034200,0.8285,0.6904,8.061,0.0277,0.097,0.998,M only
Medtr3g034290,1.5711,0.5371,23.1423,0,0.2368,0.998,M only
Medtr3g034380,0.0428,0.9448,8.1663,0.0265,1.1472,0.9401,M only
Medtr3g034430,3.6084,0.2596,12.6862,0.0037,1.5311,0.9077,M only
Medtr3g035130,4.2283,0.2051,6.9504,0.0446,2.6615,0.8019,M only
Medtr3g035590,0.2876,0.8444,15.6067,0.001,0.9829,0.9531,M only
Medtr3g035600,1.1748,0.614,8.1769,0.0264,0.2949,0.9941,M only
Medtr3g035710,0.0447,0.9438,12.3062,0.0044,1.2877,NA,M only
Medtr3g035720,1.2861,0.5935,10.8111,0.0084,0.0126,NA,M only
Medtr3g035830,0.073,0.9307,175.8272,0,2.998,0.7675,M only
Medtr3g035840,1.3701,0.5761,88.9618,0,0.8209,0.9644,M only
Medtr3g035940,0.2908,0.8437,15.0593,0.0013,1.1455,0.9403,M only
Medtr3g035970,3.274,0.2933,11.4208,0.0065,0.0088,0.9996,M only
Medtr3g036335,0.7366,0.7132,196.3096,0,0.724,0.9748,M only
Medtr3g037670,2.1684,0.434,17.4533,0.0004,0.8028,0.9661,M only
Medtr3g040370,2.9325,0.3318,112.9654,0,0.875,0.9617,M only
Medtr3g040400,5.7181,0.1145,13.992,0.0021,0.1675,0.998,M only
Medtr3g040410,2.2829,0.4162,22.3772,0,0.0021,0.9996,M only
Medtr3g040440,2.3845,0.4007,19.8301,0.0001,0.0032,0.9996,M only
Medtr3g040680,0.2593,0.854,8.3456,0.0245,0.0036,NA,M only
Medtr3g045210,0.0286,0.9536,22.074,0,1.0426,0.9491,M only
Medtr3g045440,0.5856,0.7555,101.4907,0,7.0211,0.4127,M only
Medtr3g045650,0.0163,0.9662,69.4481,0,0.6522,0.9758,M only
Medtr3g045770,4.3527,0.1955,10.2365,0.0108,6.6147,0.4551,M only
Medtr3g045830,1.9032,0.4776,9.6953,0.0136,0.0154,0.9996,M only
Medtr3g046760,0.0155,0.967,12.7219,0.0037,0.5844,0.9793,M only
Medtr3g046880,0.0161,0.9664,6.7996,0.0475,0.123,0.998,M only
Medtr3g048920,1.3027,0.5907,10.8294,0.0084,0.1139,0.998,M only
Medtr3g049113,0.083,0.9254,14.431,0.0017,0.4706,NA,M only
Medtr3g049390,2.8809,0.338,260.7048,0,1.0458,0.9487,M only
Medtr3g050140,1.8155,0.4924,12.553,0.004,0.3084,0.993,M only
Medtr3g051110,2.9268,0.3322,9.7378,0.0134,0.4292,0.9907,M only
Medtr3g051190,0.4298,0.8006,7.2656,0.0389,0.3141,0.993,M only
Medtr3g051240,0.1533,0.8959,17.9144,0.0003,7.1207,0.4034,M only
Medtr3g051300,1.0854,0.633,34.2744,0,1.4516,0.9178,M only
Medtr3g051460,0.3409,0.8264,29.9327,0,3.5185,0.7216,M only
Medtr3g051730,0.0449,0.9437,15.3009,0.0011,0.1248,0.998,M only
Medtr3g052210,1.7383,0.5052,11.5478,0.0062,0.5901,0.9789,M only
Medtr3g052285,0.3028,0.8392,10.659,0.009,5.4082,NA,M only
Medtr3g052760,0.0293,0.9533,7.7395,0.0319,0.0089,0.9996,M only
Medtr3g053170,0.1046,0.9144,6.7522,0.0484,1.1919,0.9346,M only
Medtr3g053240,1.3543,0.5799,13.3976,0.0027,0.5208,0.9858,M only
Medtr3g053650,3.8954,0.2334,10.8554,0.0083,0.777,0.9709,M only
Medtr3g053910,0.0001,0.9984,22.028,0.0001,0.3606,0.9907,M only
Medtr3g054010,0.5611,0.7619,12.4976,0.0041,0.2431,0.998,M only
Medtr3g054420,1.3336,0.5841,9.5843,0.0143,1.016,0.9516,M only
Medtr3g055020,1.5015,0.5505,10.4504,0.0099,4.8985,0.5985,M only
Medtr3g055330,1.703,0.5113,7.1163,0.0416,1.0008,0.9516,M only
Medtr3g055700,0.4223,0.8025,8.6054,0.0219,0.1061,0.998,M only
Medtr3g055920,1.8269,0.4907,20.9103,0.0001,0.4623,0.9895,M only
Medtr3g055960,0.054,0.9385,26.0166,0,1.2552,0.9306,M only
Medtr3g056070,0.0037,0.9853,10.6003,0.0092,3.5235,0.7212,M only
Medtr3g056585,0.4989,0.78,8.0287,0.0281,1.1043,0.9436,M only
