,gene_short_name,UniProt_AC,UniProt_ID,EntrezGene,symbol,X,Chromosome,Start,End,Score,Strand,Phase,Note,Cluster.x,gene_id,tss_id,locus,gene_short_names,Cluster.y,A17_FPKM,dmi2_FPKM,dmi3_FPKM,ipd3_FPKM,lyk3_FPKM,nfp_FPKM,pt4_FPKM,A17_1,A17_2,A17_3,A17_4,A17_5,dmi2_1,dmi2_2,dmi2_3,dmi2_4,dmi2_5,dmi3_1,dmi3_2,dmi3_3,dmi3_4,dmi3_5,ipd3_1,ipd3_2,ipd3_3,ipd3_4,ipd3_5,lyk3_1,lyk3_2,lyk3_3,lyk3_4,lyk3_5,nfp_1,nfp_2,nfp_3,nfp_4,nfp_5,pt4_1,pt4_2,pt4_3,pt4_4,pt4_5
MSTRG.15133,Medtr4g485550,A0A072UNF6,A0A072UNF6_MEDTR,25494448,MTR_4g485550,23281,chr4,33356434,33357719,.,+,.,Serine/Threonine kinase plant-type protein putative,cluster3,MSTRG.15133,TSS26053,chr4:33356433-33357719,Medtr4g485550,cluster3,17.1946,17.376,28.5086,11.5787,8.16139,11.0738,27.0314,-0.010261895,0.022340309,0.248203487,0.146812025,0.676705791,0.218024779,0.696700155,-0.889079931,0.608947332,0.285823836,0.9475704,1.876694631,0.97853622,1.68875296,0.419125658,0.036761153,-0.470663277,-0.659826451,-0.83343154,-0.942206435,-1.840140145,-0.714314336,-1.302151191,-1.237541981,-1.115455902,-1.006974546,-0.859871754,0.402956297,-0.678456363,-1.520896195,2.460735964,0.197466524,0.748417301,0.312594612,1.108102509
MSTRG.17440,Medtr5g004620,A0A072UBV5,A0A072UBV5_MEDTR,25494458,MTR_5g004620,26378,chr5,35172,37347,.,+,.,nucleotide/sugar transporter family protein,cluster3,MSTRG.17440,TSS32494,chr5:35171-37347,Medtr5g004620,cluster3,0.0400789,0.827542,5.80106,0.0278009,0.0254166,0.0468295,3.12744,-0.752293756,-0.667730958,-0.752293756,-0.672345306,-0.657584499,0.601454449,0.09573158,-0.614975021,-0.585861758,0.335810003,2.401753802,1.313140382,1.775725144,1.735361258,1.56537862,-0.752293756,-0.685213015,-0.752293756,-0.715802571,-0.67460191,-0.592403269,-0.752293756,-0.752293756,-0.752293756,-0.752293756,-0.682149529,-0.752293756,-0.530784276,-0.752293756,-0.752293756,0.811184883,1.560991875,1.054781941,0.754223819,1.349145676
MSTRG.17443,Medtr5g004650,G7ZVC3,G7ZVC3_MEDTR,25494461,"MTR_023s0029, MTR_5g004650",26381,chr5,55460,56229,.,-,.,hypothetical protein,cluster5,MSTRG.17443,TSS36022,chr5:55459-56229,Medtr5g004650,cluster5,4.03304,2.81279,2.03492,4.59348,5.85852,3.42686,2.18461,0.26017393,0.484418029,0.486729694,0.865216265,-0.120900699,-2.009171499,1.510925297,-0.932392724,-0.254284582,-0.985903878,-0.497205365,0.473533581,-1.309479366,-1.027983092,-1.979533786,0.702068916,0.749026155,1.097484232,0.901734411,-0.495254226,0.572584582,1.100179506,1.520732837,1.183853796,1.067294401,0.538718425,-0.256222073,0.602442358,-0.846191393,0.302331468,-2.071249574,-0.371087621,-0.121940201,-1.271250552,0.130602746
MSTRG.17449,Medtr5g004800,B7FIF5,B7FIF5_MEDTR,25494468,"MTR_023s0015, MTR_5g004800",26388,chr5,130710,133119,.,-,.,C2 domain protein,cluster3,MSTRG.17449,TSS36026,chr5:130709-133119,Medtr5g004800,cluster3,2.32889,8.13092,13.5788,2.80973,3.6863,5.286,13.9942,-0.99639618,-1.712852774,-1.081470339,-1.068140919,-0.832122302,0.513805143,0.882753896,0.036988146,0.425883154,0.582335302,0.40575647,0.587437611,0.938346353,1.922280815,1.84370544,-0.592248001,-0.844092562,-1.433690614,-0.713942894,-1.018657292,-0.342912422,-0.243921487,-0.241360042,-0.921697753,-1.342775993,0.35544453,0.133347157,-0.438094163,-0.356160356,-0.294400241,2.302408967,1.228309307,1.220109976,0.453284689,0.642739378
MSTRG.17451,Medtr5g004830,G7ZVA7,G7ZVA7_MEDTR,25494470,"MTR_023s0012, MTR_5g004830",26390,chr5,145375,146182,.,+,.,hypothetical protein,cluster4,MSTRG.17451,TSS32503,chr5:145374-146182,Medtr5g004830,cluster4,0.42425,0.794676,1.29908,1.2534,1.95809,2.27736,3.19158,-1.961923902,-1.608617827,-0.062589388,-1.364472637,-1.271539706,-0.001587886,-0.887622238,-0.788971376,-1.312098156,-0.374610726,1.363035633,-0.815175841,-0.416825436,-0.335412179,-0.988613059,0.635548123,-0.241708179,-0.471371763,-0.388833476,-0.270981564,0.066288001,0.318563248,1.078558303,0.562502433,0.399008625,0.431342388,-0.040123152,1.806486131,-0.365220199,1.181745481,0.438131658,1.993837514,1.610043315,0.563037309,1.52017053
MSTRG.17464,Medtr5g004980,A0A072UE08,A0A072UE08_MEDTR,25494480,MTR_5g004980,26400,chr5,229070,230877,.,-,.,transmembrane protein putative,cluster5,MSTRG.17464,"TSS32507,TSS32508",chr5:229069-230877,Medtr5g004980,cluster5,2.39835,3.96131,0.597561,4.23363,5.51978,4.13028,0.754929,0.069676912,1.203873108,0.208806423,-1.212064709,-1.330158666,-1.330158666,0.752829649,0.070857436,1.508072291,0.503428825,-1.330158666,-1.330158666,-1.330158666,0.111344816,-0.693727626,1.138812729,1.271087112,-0.824322433,0.581761933,0.177017473,0.791241438,1.102787198,0.380549889,1.065385106,1.178330711,-0.283530928,-0.186997268,1.373674132,1.493844612,-1.330158666,-1.070507595,-0.911210719,-0.60002123,0.110111374,-1.330158666
MSTRG.17479,Medtr5g005370,G7K0Z3,G7K0Z3_MEDTR,11437604,MTR_5g005370,26424,chr5,383296,389075,.,+,.,inositol 134-trisphosphate 5/6-kinase,cluster3,MSTRG.17479,"TSS32517,TSS32518,TSS32519,TSS32520",chr5:383021-389075,Medtr5g005370,cluster3,18.2257,47.2149,94.5826,4.90268,6.94478,3.32859,77.1285,-0.179977898,-0.096351449,0.146221867,0.336291538,-0.405988758,0.874532006,0.484827576,0.538693228,0.123221603,1.218047974,1.400088779,1.292951526,1.308059347,1.234902937,1.146651429,-1.098054246,-0.667201359,-0.912821797,-1.018973886,-1.087771547,-0.02603553,-1.169473778,-1.145335389,-0.778987048,-1.081948699,-1.250860126,-1.148640286,-1.435312291,-1.032329966,-1.127063514,1.029279026,1.314771411,1.133529355,0.987362563,1.093695403
MSTRG.17494,Medtr5g005480,G7K103,G7K103_MEDTR,11439593,MTR_5g005480,26431,chr5,469087,474491,.,-,.,cysteine-rich receptor-kinase-like protein,cluster3,MSTRG.17494,TSS36059,chr5:469086-474491,Medtr5g005480,cluster3,0.679677,0.990343,2.80208,0.945609,0.544537,0.644821,2.12011,-1.010361453,-0.413085515,-1.039218368,-0.555790528,0.317695674,0.345943436,-0.841699295,-0.325918577,0.545576872,-0.349902987,0.514924827,1.507587053,1.834748707,1.3765613,2.045394292,0.579830569,0.258647194,-0.138823169,-0.482364985,-1.254833866,-0.281352619,-0.565182067,-0.223291646,-1.171327443,-1.467185492,0.326056184,-0.310624903,-1.133217751,-0.85021352,-1.047555427,2.787532849,0.511068576,0.293837016,-0.298032081,0.514577144
MSTRG.17482,Medtr5g005540,G7K106,G7K106_MEDTR,11440416,MTR_5g005540,26434,chr5,489932,494235,.,-,.,D-arabinono-14-lactone oxidase-like protein,cluster3,MSTRG.17482,TSS36062,chr5:489931-494235,Medtr5g005540,cluster3,0.510035,1.95619,1.18756,0.378323,2.55907,0.883381,2.19622,-1.374304542,-0.419344835,-1.326451846,-0.1940025,-0.748857097,0.44402399,-0.93700799,1.526782998,-0.388882144,1.731201532,-0.02115931,-0.656514644,0.888256524,-1.543078956,0.729267101,-0.949945729,-0.714655855,-1.124035231,-1.10941498,-0.939135085,2.580846882,0.622018458,1.32548352,-0.01720888,-0.131166635,-0.397194682,-0.308081452,-0.004349327,-0.767912288,0.002745353,1.258405713,1.415923614,0.396843545,0.692969645,0.457935133
MSTRG.17485,Medtr5g005570,G7K109,G7K109_MEDTR,11440129,MTR_5g005570,26437,chr5,505257,508123,.,-,.,gibberellin 2-beta-dioxygenase,cluster5,MSTRG.17485,TSS36064,chr5:505256-508123,Medtr5g005570,cluster5,1.37695,2.46975,0,3.44307,2.88683,0.999307,0,-0.253218644,0.067116986,0.540225662,0.721177621,-0.814761611,-0.324221952,1.407663188,0.757288399,1.185322194,0.152150656,-1.263822295,-1.263822295,-1.263822295,-1.263822295,-1.263822295,0.348516549,1.152331739,1.455766437,1.303580923,1.313143871,0.701103567,1.295311703,1.192989677,1.112618548,0.145995007,0.050600659,-0.369444505,-0.168995436,-0.571602158,0.237563874,-1.263822295,-1.263822295,-1.263822295,-1.263822295,-1.263822295
MSTRG.17487,Medtr5g005670,G7K113,G7K113_MEDTR,11446449,MTR_5g005670,26442,chr5,566635,569952,.,+,.,tryptophan synthase beta type 2,cluster6,MSTRG.17487,TSS32531,chr5:566634-569952,Medtr5g005670,cluster6,3.38634,1.7023,1.1935,5.20781,3.09559,1.9996,0.682121,0.283058699,1.02759124,0.373003297,0.534079953,1.122822717,-0.68877091,-1.249828168,0.652226339,-0.115421357,-0.379470616,-1.184419426,-1.62327106,-1.078233214,-1.241764702,0.760804357,1.508172265,1.505327121,1.16213232,1.220545575,1.480181087,0.202624265,0.972362857,0.741225659,0.286266519,0.511256183,-0.195862041,-1.253794908,-0.03271544,0.839003043,-0.145272686,-0.955445725,-1.275498123,-1.525758956,-0.917740554,-1.319415612
MSTRG.17498,Medtr5g005770,G7K296,G7K296_MEDTR,11439096,MTR_5g005770,26448,chr5,609275,610845,.,-,.,fantastic four-like protein,cluster5,MSTRG.17498,TSS36068,chr5:609274-610845,Medtr5g005770,cluster5,7.27452,19.1792,10.111,29.1195,21.158,20.7134,14.1518,-2.101683152,-1.657178182,-0.840181469,-0.330688156,-2.120188793,1.151383723,-0.090248588,-0.530149688,0.706347833,0.359916795,-0.223695164,-1.198132258,-0.250884613,-1.032153109,-1.128733263,1.181647586,0.621435883,1.443172756,1.301089538,1.181535837,-1.198480903,0.141461531,0.454492314,0.913608821,1.58736218,0.52902222,0.91391651,0.64446372,0.443928505,0.121516801,0.030083105,-1.274246359,0.235659796,-0.015576318,0.03017456
MSTRG.17502,Medtr5g005850,G7K2A3,G7K2A3_MEDTR,11437326,MTR_5g005850,26455,chr5,653169,654316,.,-,.,2-hydroxyisoflavanone dehydratase,cluster3,MSTRG.17502,TSS36071,chr5:653168-654316,Medtr5g005850,cluster3,2.11322,4.1611,5.98402,2.07198,3.72405,2.74663,4.2923,-0.16784683,-0.71975155,-0.461084281,-0.825433628,-2.009739578,-0.536179768,0.865770009,0.579219324,0.972643515,0.212354181,1.568093998,1.288475804,1.065015428,1.402593798,0.664699518,0.65830285,-0.773987302,-2.166449072,-1.29707255,-1.359412544,1.29783527,-0.45075659,0.449111055,0.022978262,-0.496550164,-0.716613277,-0.616094625,0.644914101,-1.803959195,0.240826943,0.618941187,1.205210312,0.66228897,-0.065333798,0.046990228
MSTRG.17503,Medtr5g005950,G7K2B2,G7K2B2_MEDTR,11439097,MTR_5g005950,26463,chr5,688137,688709,.,-,.,late embryogenesis abundant protein,cluster5,MSTRG.17503,TSS36076,chr5:688136-688709,Medtr5g005950,cluster5,14.77,5.17369,0.0354211,16.9841,30.2138,13.0682,1.04498,0.687138461,0.909184318,0.76177745,0.626871375,-0.297147718,-0.673290411,0.218353855,-0.06497601,-0.055694011,-0.417773463,-1.631721212,-1.631721212,-1.498282328,-1.631721212,-1.631721212,0.933640448,0.881238609,0.735355463,0.601691914,0.403204182,0.976783454,1.191544362,1.269360943,1.16178138,1.285448012,0.344784085,0.40984219,0.730983969,0.166928424,0.823190961,-1.011085939,-0.980507358,-0.617628793,-1.344111765,-1.631721212
MSTRG.17505,Medtr5g005960,G7K2B3,G7K2B3_MEDTR,11439098,MTR_5g005960,26464,chr5,692641,694029,.,-,.,membrane-associated kinase regulator-like protein putative,cluster7,MSTRG.17505,TSS36077,chr5:692640-694029,Medtr5g005960,cluster7,2.24964,2.95553,1.45915,2.05667,6.00957,2.16099,2.25287,-0.132021339,0.320626517,-0.679432687,0.279766661,-0.266171732,0.746998406,-1.93430258,1.270089001,-0.3966473,0.728526573,-0.365313513,-0.386786675,-1.456941058,-1.638252936,0.090648779,-0.453786543,-0.417652779,0.28090309,-0.426511084,-0.043630476,0.97502699,1.787555067,1.728252159,1.799326048,1.313158983,-1.389519839,-0.52336386,0.741566437,-0.066139667,0.063427703,0.989107448,-1.660974954,0.307605611,0.283637824,-1.468774275
MSTRG.17508,Medtr5g006070,G7K2C5,G7K2C5_MEDTR,11435816,MTR_5g006070,26472,chr5,748169,751708,.,-,.,sugar porter (SP) family MFS transporter,cluster3,MSTRG.17508,TSS36081,chr5:748168-751708,Medtr5g006070,cluster3,28.4549,34.2532,50.3787,56.6645,37.7293,21.73,89.968,-1.119265345,-0.872009272,-1.301173079,0.558329029,-0.64249823,0.047130541,-0.495818248,-1.000419964,0.106252444,0.070690158,0.14894214,0.933393139,0.11832942,0.366011146,0.81133537,0.641850829,1.622423329,0.420184637,0.443723067,0.11017,0.763245774,-0.026882132,0.152408061,-0.306784392,-1.290264234,-0.542926545,-1.490487052,-1.293798197,-1.052382017,-0.957557829,3.513966333,0.847006598,0.405815744,-0.655681564,0.96674034
MSTRG.17511,Medtr5g006130,G7K2D0,G7K2D0_MEDTR,11438662,MTR_5g006130,26476,chr5,782712,783685,.,+,.,photosystem I reaction center subunit II,cluster1,MSTRG.17511,TSS32548,chr5:782711-783685,Medtr5g006130,cluster1,0.836694,0.570051,5.20073,0.251818,0.792,0.403463,2.24577,-0.34969651,-0.4036171,-0.333782758,0.503605756,0.252296632,-1.057796145,0.23671277,-0.228624208,-0.75305875,0.018911458,4.100219697,1.190273869,-0.314816915,-0.211829504,0.959972633,-0.777384115,-0.580178012,-0.915768903,-0.346086575,-0.822642702,-0.151002572,-0.514798225,-0.267597974,0.687473717,-0.373394134,-0.499515863,-0.553935951,-0.363466294,-0.493924529,-0.503054922,0.28707786,2.387329961,-0.466217616,1.119251512,-0.460935591
MSTRG.17529,Medtr5g006430,G7K3P0,G7K3P0_MEDTR,11442723,MTR_5g006430,26501,chr5,915758,916800,.,-,.,DUF1677 family protein,cluster5,MSTRG.17529,TSS36101,chr5:915757-916800,Medtr5g006430,cluster5,7.86638,10.0309,2.97491,10.2929,8.11046,13.5289,4.76003,0.07528619,-0.047658247,0.395391876,-0.540208382,0.55982557,0.661132721,0.795012219,0.340870845,0.410605149,0.696970622,-1.097744031,-1.713231609,-1.364655253,-2.046210913,-1.870811078,1.344924389,-0.237441437,0.344643058,0.461147881,0.939939084,-0.227115208,-0.440668047,0.226615965,-0.280886455,1.17990881,1.478881872,1.254553028,1.078908992,1.072858941,0.954393817,-2.082392925,-0.340508966,-0.900654504,-0.63472813,-0.446955845
MSTRG.17531,Medtr5g006450,G7K3P2,G7K3P2_MEDTR,11443152,MTR_5g006450,26503,chr5,923125,924542,.,-,.,acetyltransferase (GNAT) domain protein,cluster3,MSTRG.17531,TSS36102,chr5:923124-924542,Medtr5g006450,cluster3,4.99017,22.2126,16.651,5.75009,6.72065,8.0514,16.7784,-0.788716637,-0.795674992,-1.02983097,-1.058954462,-0.688967676,1.440106745,-0.053607392,2.3927031,0.286756395,1.225722068,-0.318196137,0.206740353,0.997611638,1.07622212,1.629308429,0.281740603,-0.378515576,-1.651088258,-1.419998365,-1.022104853,0.188871682,-0.682691211,-0.503940567,-1.224978444,-0.406624345,0.117903473,0.320862473,-1.184231345,-1.14801786,0.193885782,0.774818907,1.348857955,0.848236363,1.136605171,-0.110814166
MSTRG.17532,Medtr5g006460,G7K3P3,G7K3P3_MEDTR,11443153,MTR_5g006460,26504,chr5,925743,926338,.,-,.,acetyltransferase (GNAT) domain protein,cluster3,MSTRG.17532,TSS36103,chr5:925742-926338,Medtr5g006460,cluster3,0.997174,4.4887,5.45835,0.872925,0.6747,1.12775,3.14711,-0.519954674,-0.858405301,-0.206251234,-0.884201555,-0.139561992,1.116123934,-0.279451216,2.026287258,0.759250513,1.058254929,0.811504496,-1.026529761,2.275410681,1.261978112,1.822746856,0.091262354,-0.226472932,-1.084293736,-1.029013471,-1.138630026,-0.273474469,-0.810871182,-0.590521603,-1.051859067,-1.322643838,-0.40944706,0.204006068,-0.870230003,-1.04388869,-0.164632035,0.609937545,1.693949228,0.374565635,0.236722518,-0.411666281
MSTRG.17533,Medtr5g006470,G7K3P4,G7K3P4_MEDTR,11438664,MTR_5g006470,26505,chr5,927842,928661,.,-,.,acetyltransferase (GNAT) domain protein,cluster3,MSTRG.17533,TSS36104,chr5:927841-928661,Medtr5g006470,cluster3,4.1476,12.4464,10.5948,5.33564,4.93321,4.18239,9.0894,-0.121129973,-1.014632106,-1.385625705,-1.153788175,-0.014254218,1.493947241,0.153687448,2.558986013,-0.333757983,0.860335666,0.033668476,0.776503362,0.755967132,0.819662508,1.827513762,0.532121531,0.655472427,-1.1105749,-1.245290385,-1.026882923,-0.037516389,0.1481958,-0.29890723,-1.235833023,-0.783477605,-0.914445306,-0.452586531,-0.775382688,-1.669827185,0.151151864,1.257294418,1.144169837,0.347082684,0.572675318,-0.514523161
MSTRG.17540,Medtr5g006600,G7K3Q6,G7K3Q6_MEDTR,11441094,MTR_5g006600,26516,chr5,995808,1002761,.,-,.,RNA-directed DNA methylation protein,cluster5,MSTRG.17540,"TSS36114,TSS36115",chr5:995622-1003092,Medtr5g006600,cluster5,3.37453,2.60234,1.35589,4.00618,5.33703,3.97234,1.51815,0.705283492,-0.271629788,0.063282291,0.351999043,0.555391649,-0.515085878,0.378232985,0.172850093,-0.113906195,-1.26054552,-1.201463922,-0.795444916,-1.689135594,-1.429981134,-1.60310837,1.169865561,0.357841651,0.146484712,0.98930816,0.484940475,0.899295834,1.305778353,1.147115081,1.768475901,1.191687613,0.246952555,0.516432363,0.695357073,0.428180375,1.209907848,-0.930464821,-1.545220488,-0.688875959,-0.946217782,-1.793582741
MSTRG.17546,Medtr5g006730,G7K3R6,G7K3R6_MEDTR,11440425,MTR_5g006730,26525,chr5,1048994,1050236,.,+,.,12-oxophytodienoate reductase-like protein,cluster5,MSTRG.17546,"TSS32580,TSS32581",chr5:1048898-1053835,"Medtr5g006730,Medtr5g006740",cluster5,0.823587,0.263847,0.054656,2.42045,1.65394,0.877359,0.398558,0.84180076,-0.446707671,-0.744161886,0.597792225,-0.239238146,-0.525750468,-1.341124689,-0.847955251,-0.978149777,-0.362872283,-1.341124689,-1.341124689,-0.977438591,-1.341124689,-1.099610981,1.161406338,1.98367071,1.897008691,1.87078858,0.685301081,0.659198861,0.867058327,1.352736469,0.924055738,0.996629197,0.181004925,0.411677878,-0.429197617,-0.263042656,0.676403172,-0.757947694,-0.570691443,-0.140803069,-1.002782462,-0.355684202
MSTRG.17547,Medtr5g006750,B7FI39,B7FI39_MEDTR,11444739,MTR_5g006750,26527,chr5,1057515,1059468,.,+,.,12-oxophytodienoate reductase-like protein,cluster3,MSTRG.17547,TSS32582,chr5:1057514-1059468,Medtr5g006750,cluster3,22.9856,99.581,107.916,53.6573,55.9598,113.487,94.9536,-1.050144417,-1.954046044,-2.028608127,-1.629546671,-1.811097636,0.722151758,0.337512139,0.956305353,-0.173385161,1.141884839,0.303849115,0.989791738,0.435073709,0.548457637,1.405904386,0.73775887,-0.768967895,-0.708078313,-0.699664882,-0.830296762,0.050825034,-0.243257271,-0.288605892,-0.8446305,-0.095138242,1.382737077,1.865286669,-0.354203587,-0.360095712,0.589515705,1.230518756,1.100937483,0.055895609,0.307951659,-0.322590425
MSTRG.17568,Medtr5g007090,G7K534,G7K534_MEDTR,11440427,MTR_5g007090,26559,chr5,1200038,1202556,.,+,.,F-box/RNI/FBD-like domain protein,cluster5,MSTRG.17568,TSS39308,chr5:1204264-1204733,Medtr5g007090,cluster5,0.655977,0.946111,0.0441672,2.09238,1.98984,0.709842,0,0.308307789,1.067231405,-0.25798613,-0.940992519,-0.940992519,-0.940992519,2.101508341,-0.447365288,-0.940992519,-0.298760626,-0.940992519,-0.940992519,-0.940992519,-0.564955605,-0.940992519,0.86887827,1.795685952,1.715932644,0.797975533,0.332401116,0.806815118,-0.169902511,2.32951397,1.032813576,0.704311337,0.819127217,-0.107185603,-0.153436723,-0.315507025,-0.132500011,-0.940992519,-0.940992519,-0.940992519,-0.940992519,-0.940992519
MSTRG.17592,Medtr5g007550,G7K6F5,G7K6F5_MEDTR,11428907,MTR_5g007550,26593,chr5,1406233,1408464,.,-,.,cytochrome P450 family 71 protein,cluster3,MSTRG.17592,TSS36153,chr5:1406232-1408464,Medtr5g007550,cluster3,4.01922,11.4512,17.1618,3.57467,6.96277,6.60298,16.2769,-1.146195094,-1.392727108,-1.599154211,0.191120746,-0.614608878,0.645152408,-0.77843107,0.144079403,0.67936834,1.395964293,0.600070908,0.619198377,1.501379914,0.84530036,1.73055523,-0.44705632,-0.400795958,-1.156305137,-1.021471537,-1.971733432,1.0955106,-1.121235991,0.136612168,-0.885508555,-0.966056831,0.245835862,-0.177632087,-0.383228574,-0.644732784,0.05159313,1.472606509,1.614605034,1.051128399,0.441713299,0.245078588
MSTRG.17600,Medtr5g007713,A0A072UNH2,A0A072UNH2_MEDTR,25494497,MTR_5g007713,26609,chr5,1477512,1479029,.,+,.,chalcone and stilbene synthase family protein,cluster3,MSTRG.17600,"TSS32639,TSS32640,TSS32641",chr5:1477511-1506210,"Medtr5g007713,Medtr5g007717,Medtr5g007730",cluster3,183.749,424.514,563.547,273.749,427.939,363.619,516.327,-0.809061699,-1.910617423,-2.179253734,-0.847046942,-1.664964757,0.450031666,-0.205020779,0.258923011,-0.071603708,1.169226612,0.428684984,0.395055257,1.730364424,0.691726971,1.334295468,0.235793561,0.123261589,-1.0277963,-1.063800327,-1.719072681,0.423463945,0.336245477,1.379010176,-0.060538411,-0.622477306,0.426555786,-0.281308579,0.404594918,-0.757230482,0.210779837,1.718353743,1.409190812,0.533333574,-0.123850241,-0.315248443
MSTRG.17656,Medtr5g008720,G7K973,G7K973_MEDTR,11432189,MTR_5g008720,26690,chr5,1905933,1908763,.,-,.,DUF506 family protein,cluster3,MSTRG.17656,TSS36203,chr5:1905932-1908763,Medtr5g008720,cluster3,56.7627,90.2796,112.668,37.1464,30.4348,19.9425,105.329,-0.152449897,0.237286593,0.33713445,0.342791035,-0.441666893,0.74213055,0.81135386,0.652659912,0.262780103,1.309539095,1.236216698,1.267141789,1.22354545,0.871972036,1.002110959,-0.707521955,-0.088704728,-0.426269706,-0.435554441,-1.275867541,-0.004598617,-1.02749786,-1.269891881,-1.083580655,-1.178598288,-1.456981856,-1.488389897,-1.459247866,-1.334020055,-1.535425112,1.221046525,1.027586644,1.068150838,0.640048993,1.112771716
MSTRG.17659,Medtr5g008820,G7K981,G7K981_MEDTR,11436191,MTR_5g008820,26696,chr5,1945768,1947990,.,-,.,fatty acyl-CoA synthetase family protein,cluster3,MSTRG.17659,"TSS36206,TSS36207",chr5:1945753-1955656,Medtr5g008820,cluster3,1.85459,9.95019,32.3422,0.122432,0.303179,0.172048,18.7902,-0.842880017,-0.462627959,-0.59889627,0.449893128,-0.756522033,0.911809206,-0.037482346,0.318066209,-0.038417063,1.322156036,1.543208787,1.529962976,1.620791136,1.405633748,1.376507725,-0.952513699,-0.914781498,-1.008366901,-0.900187226,-0.861373952,-0.696191307,-0.824458483,-0.956840173,-0.901233149,-0.747573845,-0.895456925,-0.895136776,-0.900206911,-0.872495952,-0.911108677,0.697979405,1.325136672,1.13257635,1.212617012,1.128412773
MSTRG.17670,Medtr5g009120,G7K9A8,G7K9A8_MEDTR,11432211,MTR_5g009120,26718,chr5,2107811,2111223,.,+,.,phosphatidylinositol 3- and 4-kinase family protein,cluster2,MSTRG.17670,TSS39309,chr5:2111295-2112131,Medtr5g009120,cluster2,4.67324,11.2768,4.97506,1.97252,7.40267,9.85329,7.65307,-0.411533183,-0.822087123,0.071333217,-0.549849801,-0.14120493,1.17332739,2.464391705,0.21205061,0.160630766,0.435276692,0.61732249,0.218036341,-0.234801215,-1.420918032,-1.22223934,-1.669498607,-1.855392043,-1.040431014,-1.791359067,-1.590858439,-0.283910335,0.441698755,0.658261795,0.423016512,0.605098866,0.447580391,0.360291191,2.254110325,0.113383874,0.233393875,0.377628192,0.182614961,0.991168183,0.325127762,0.268339234
MSTRG.17673,Medtr5g009140,G7K9B0,G7K9B0_MEDTR,11439982,MTR_5g009140,26720,chr5,2114676,2117290,.,-,.,triacylglycerol lipase,cluster3,MSTRG.17673,"TSS36218,TSS36219,TSS36220",chr5:2114573-2117664,Medtr5g009140,cluster3,3.66245,7.36628,7.42312,2.3898,6.78704,6.02887,6.01733,-0.920500673,-1.332579283,-0.115142559,-0.235254155,-1.049369628,0.49798607,0.337191684,0.869080876,-0.880754836,2.020123513,-0.297514232,0.68931996,1.271402513,0.533960471,1.28528478,-0.669701762,-2.015976356,-1.746390817,-1.460968653,-1.651079809,1.546189621,-0.037808941,0.881065915,0.504866049,-0.597813148,0.537626365,0.445369919,0.95576568,-1.136602368,0.333101709,0.213625526,0.778818092,0.257188733,0.526362781,-0.336873036
MSTRG.17674,Medtr5g009150,G7K9B1,G7K9B1_MEDTR,11427481,MTR_5g009150,26721,chr5,2117964,2123648,.,-,.,dynamin-like protein 1E,cluster6,MSTRG.17674,TSS36221,chr5:2117963-2123648,Medtr5g009150,cluster6,5.91813,4.05206,2.07504,2.72312,2.58601,3.59325,3.63449,1.41239619,1.145042178,1.960247361,0.081821749,2.574433713,0.211583136,1.480268939,0.956201035,0.602187527,-1.229938374,-0.384685596,-1.239493344,-1.879442656,-0.977208577,-1.087452637,-0.530472579,-0.306945945,-0.847951796,-0.414893778,-0.238416094,-0.428850681,-0.446397195,-0.779188135,-0.784705443,-0.490308952,-0.728321892,0.635073608,1.04128932,0.186063191,-0.366105905,0.482251226,-0.669731348,-0.55561105,0.506249243,1.111013559
MSTRG.17675,Medtr5g009160,G7K9B2,G7K9B2_MEDTR,11439983,MTR_5g009160,26722,chr5,2125184,2129523,.,-,.,UDP-D-glucose/UDP-D-galactose 4-epimerase,cluster1,MSTRG.17675,"TSS36222,TSS36223",chr5:2125183-2129523,Medtr5g009160,cluster1,0.248319,0.483772,10.1577,0.2716,5.27264,0.254629,0.707984,-0.667722013,-0.717331031,-0.78195546,-0.777836761,-0.637508556,-0.649222725,-0.581372854,-0.529331688,-0.530745062,-0.30251218,1.88295249,2.063595553,1.634678359,1.795396072,1.834979434,-0.781001109,-0.524591249,-0.848082893,-0.675827193,-0.663759962,1.097751092,1.293107781,1.181231332,1.13361271,1.164611976,-0.567970389,-0.627297295,-0.802511182,-0.783254667,-0.784762439,-0.058595925,-0.148828882,-0.560847385,-0.609232178,-0.46981572
MSTRG.17688,Medtr5g009370,G7KAL2,G7KAL2_MEDTR,11436220,MTR_5g009370,26738,chr5,2222866,2224264,.,+,.,phosphatase 2C family protein,cluster6,MSTRG.17688,TSS32721,chr5:2222865-2224264,Medtr5g009370,cluster6,0.910292,0.268713,0.198975,2.00315,0.46499,0.0840701,0.69468,-0.209173207,-0.357414685,-0.53532121,2.511759956,-0.273447942,-0.107887598,-0.938007464,-0.938007464,-0.716317175,0.455451801,-0.331248477,-0.634991747,-0.229423892,-0.503569908,-0.938007464,-0.625914872,2.511626884,1.802679556,1.907240885,1.521104789,-0.801201212,0.04204627,-0.245035877,0.984665964,-0.677984365,-0.73301438,-0.748760128,-0.617969668,-0.811608932,-0.843212769,-0.594826895,0.966676768,0.539964367,-0.410215795,0.579345888
